[2022-10-16 13:47:33.491892] [0x0000a8b8] [info] Start launching threads
[2022-10-16 13:47:33.524348] [0x00002938] [info] Thread in process, please stand by
[2022-10-16 13:47:36.170389] [0x00009404] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.170389] [0x00001edc] [info] Thread has been released
[2022-10-16 13:47:36.171390] [0x00001d38] [info] Thread has been released
[2022-10-16 13:47:36.171390] [0x000011dc] [info] Thread has been released
[2022-10-16 13:47:36.171390] [0x000025c8] [info] Thread has been released
[2022-10-16 13:47:36.172389] [0x00009358] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.172389] [0x00001e50] [info] Thread has been released
[2022-10-16 13:47:36.173389] [0x00001c48] [info] Thread has been released
[2022-10-16 13:47:36.173389] [0x000093dc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.173389] [0x000008dc] [info] Thread has been released
[2022-10-16 13:47:36.174389] [0x0000b054] [info] Thread has been released
[2022-10-16 13:47:36.174389] [0x00008730] [info] Thread has been released
[2022-10-16 13:47:36.175390] [0x000094c0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.175390] [0x0000b360] [info] Thread has been released
[2022-10-16 13:47:36.176389] [0x00009bb8] [info] Thread has been released
[2022-10-16 13:47:36.176389] [0x00008de4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.176389] [0x0000b328] [info] Thread has been released
[2022-10-16 13:47:36.177388] [0x00006b88] [info] Thread has been released
[2022-10-16 13:47:36.177388] [0x0000c2b0] [info] Thread has been released
[2022-10-16 13:47:36.177388] [0x00006df0] [info] Thread has been released
[2022-10-16 13:47:36.178388] [0x0000940c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.178388] [0x0000bab8] [info] Thread has been released
[2022-10-16 13:47:36.179389] [0x00002600] [info] Thread has been released
[2022-10-16 13:47:36.179389] [0x0000648c] [info] Thread has been released
[2022-10-16 13:47:36.179389] [0x000056cc] [info] Thread has been released
[2022-10-16 13:47:36.180390] [0x0000064c] [info] Thread has been released
[2022-10-16 13:47:36.180390] [0x000094f0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.181389] [0x000047c8] [info] Thread has been released
[2022-10-16 13:47:36.181389] [0x0000a9b8] [info] Thread has been released
[2022-10-16 13:47:36.181389] [0x0000970c] [info] Thread has been released
[2022-10-16 13:47:36.182388] [0x000094b8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.182388] [0x0000ae60] [info] Thread has been released
[2022-10-16 13:47:36.183391] [0x0000b5f8] [info] Thread has been released
[2022-10-16 13:47:36.183391] [0x0000b4b0] [info] Thread has been released
[2022-10-16 13:47:36.184390] [0x0000c104] [info] Thread has been released
[2022-10-16 13:47:36.184390] [0x0000af30] [info] Thread has been released
[2022-10-16 13:47:36.184390] [0x00009484] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.185390] [0x0000085c] [info] Thread has been released
[2022-10-16 13:47:36.185390] [0x00002d1c] [info] Thread has been released
[2022-10-16 13:47:36.185390] [0x0000957c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.186389] [0x000091f0] [info] Thread has been released
[2022-10-16 13:47:36.186389] [0x00009508] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.187388] [0x0000a89c] [info] Thread has been released
[2022-10-16 13:47:36.187388] [0x000095bc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.187388] [0x000046ac] [info] Thread has been released
[2022-10-16 13:47:36.188390] [0x000095b4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.188390] [0x0000a964] [info] Thread has been released
[2022-10-16 13:47:36.189389] [0x00007030] [info] Thread has been released
[2022-10-16 13:47:36.189389] [0x00006b6c] [info] Thread has been released
[2022-10-16 13:47:36.189389] [0x000095f4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.190389] [0x000095fc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.190389] [0x0000c254] [info] Thread has been released
[2022-10-16 13:47:36.191389] [0x00009654] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.192389] [0x000095e0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.192389] [0x00006468] [info] Thread has been released
[2022-10-16 13:47:36.192389] [0x00009550] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.193389] [0x00005eb8] [info] Thread has been released
[2022-10-16 13:47:36.193389] [0x00005110] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.194389] [0x000096a4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.194389] [0x0000952c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.194389] [0x00004eb0] [info] Thread has been released
[2022-10-16 13:47:36.195389] [0x000094f8] [info] Thread has been released
[2022-10-16 13:47:36.195389] [0x00005044] [info] Thread has been released
[2022-10-16 13:47:36.195389] [0x00009ab4] [info] Thread has been released
[2022-10-16 13:47:36.196389] [0x0000c3a8] [info] Thread has been released
[2022-10-16 13:47:36.196389] [0x000043a8] [info] Thread has been released
[2022-10-16 13:47:36.197393] [0x0000b4d0] [info] Thread has been released
[2022-10-16 13:47:36.197393] [0x00009678] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.197393] [0x00003214] [info] Thread has been released
[2022-10-16 13:47:36.198388] [0x000096a0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.198388] [0x00008cc0] [info] Thread has been released
[2022-10-16 13:47:36.199389] [0x000096cc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.199389] [0x0000a130] [info] Thread has been released
[2022-10-16 13:47:36.200391] [0x0000967c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.200391] [0x0000971c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.200391] [0x0000a2cc] [info] Thread has been released
[2022-10-16 13:47:36.201445] [0x00009738] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.201445] [0x000096b4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.201445] [0x000098c8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.202389] [0x00002334] [info] Thread has been released
[2022-10-16 13:47:36.202389] [0x0000235c] [info] Thread has been released
[2022-10-16 13:47:36.203389] [0x0000237c] [info] Thread has been released
[2022-10-16 13:47:36.203389] [0x00002324] [info] Thread has been released
[2022-10-16 13:47:36.203389] [0x000097e0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.204388] [0x000025c0] [info] Thread has been released
[2022-10-16 13:47:36.204388] [0x00002530] [info] Thread has been released
[2022-10-16 13:47:36.205389] [0x00002478] [info] Thread has been released
[2022-10-16 13:47:36.205389] [0x000023d4] [info] Thread has been released
[2022-10-16 13:47:36.206391] [0x00002264] [info] Thread has been released
[2022-10-16 13:47:36.206391] [0x000096b0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.207389] [0x00002420] [info] Thread has been released
[2022-10-16 13:47:36.207389] [0x00009778] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.208389] [0x000023e8] [info] Thread has been released
[2022-10-16 13:47:36.208389] [0x00002438] [info] Thread has been released
[2022-10-16 13:47:36.208389] [0x0000978c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.209390] [0x00005eb0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.210390] [0x00009820] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.210390] [0x000022d4] [info] Thread has been released
[2022-10-16 13:47:36.210390] [0x00009760] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.211390] [0x000059d0] [info] Thread has been released
[2022-10-16 13:47:36.211390] [0x00005bf4] [info] Thread has been released
[2022-10-16 13:47:36.211390] [0x00002244] [info] Thread has been released
[2022-10-16 13:47:36.212389] [0x000026dc] [info] Thread has been released
[2022-10-16 13:47:36.212389] [0x000026c4] [info] Thread has been released
[2022-10-16 13:47:36.212389] [0x00002764] [info] Thread has been released
[2022-10-16 13:47:36.213389] [0x00002688] [info] Thread has been released
[2022-10-16 13:47:36.213389] [0x00009784] [info] Thread has been released
[2022-10-16 13:47:36.214390] [0x00002928] [info] Thread has been released
[2022-10-16 13:47:36.214390] [0x000028c4] [info] Thread has been released
[2022-10-16 13:47:36.214390] [0x000097a8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.215389] [0x00002858] [info] Thread has been released
[2022-10-16 13:47:36.215389] [0x0000277c] [info] Thread has been released
[2022-10-16 13:47:36.216389] [0x000097c0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.216389] [0x00002654] [info] Thread has been released
[2022-10-16 13:47:36.216389] [0x000027ac] [info] Thread has been released
[2022-10-16 13:47:36.217388] [0x00009928] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.217388] [0x00002794] [info] Thread has been released
[2022-10-16 13:47:36.218388] [0x00009918] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.218388] [0x0000278c] [info] Thread has been released
[2022-10-16 13:47:36.218388] [0x000097f8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.219388] [0x00002850] [info] Thread has been released
[2022-10-16 13:47:36.219388] [0x000099e8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.219388] [0x00002674] [info] Thread has been released
[2022-10-16 13:47:36.220390] [0x00002644] [info] Thread has been released
[2022-10-16 13:47:36.220390] [0x00009924] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.221389] [0x00009940] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.221389] [0x00009a0c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.222389] [0x000099d0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.222389] [0x000099c0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.223390] [0x00009a68] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.223390] [0x0000999c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.224389] [0x00009a78] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.224389] [0x00009ab8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.224389] [0x00009b14] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.225389] [0x00009b24] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.225389] [0x00009b50] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.226389] [0x00009bac] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.226389] [0x00009c1c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.226389] [0x00009bf8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.227389] [0x00009c40] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.227389] [0x00009c60] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.227389] [0x00009d9c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.228388] [0x00009d54] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.228388] [0x00009d24] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.229388] [0x00009c84] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.229388] [0x00009d8c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.229388] [0x00009c6c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.230389] [0x00009d74] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.230389] [0x00009d70] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.230389] [0x00009e18] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.231388] [0x00009d90] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.231388] [0x00009cf4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.231388] [0x00009dec] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.232389] [0x00009e1c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.232389] [0x00009d08] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.232389] [0x00009e44] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.233393] [0x00009e50] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.233393] [0x00009e58] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.234389] [0x00009e80] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.234389] [0x00009ea0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.235389] [0x00009ee0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.236388] [0x00009f1c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.236388] [0x00009f08] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.236388] [0x00009f20] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.237389] [0x00009fb4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.237389] [0x00009f98] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.237389] [0x0000a01c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.238390] [0x0000a068] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.239389] [0x0000a048] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.239389] [0x0000a0b8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.239389] [0x0000a06c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.240392] [0x0000a024] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.240392] [0x0000a0d0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.240392] [0x0000a0c8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.241389] [0x0000a074] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.241389] [0x0000a110] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.242390] [0x0000a0e0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.242390] [0x0000a140] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.242390] [0x0000a120] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.243390] [0x0000a118] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.243390] [0x0000a174] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.244389] [0x0000a224] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.244389] [0x0000a2e0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.244389] [0x0000a2d0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.245389] [0x0000a2d4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.245389] [0x0000a18c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.245389] [0x0000a234] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.246389] [0x0000a274] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.246389] [0x0000a2e8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.247389] [0x0000a338] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.247389] [0x0000a35c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.247389] [0x0000a3c4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.248390] [0x0000a3ec] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.248390] [0x0000a430] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.248390] [0x0000a40c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.249389] [0x0000a440] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.249389] [0x0000a44c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.249389] [0x0000a46c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.250389] [0x0000a470] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.250389] [0x0000a478] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.251398] [0x0000a49c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.251398] [0x0000a4c0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.252393] [0x0000a4a8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.252393] [0x0000a4c8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.252393] [0x0000a4cc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.253389] [0x0000a4d8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.253389] [0x0000a514] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.254388] [0x0000a4e8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.254388] [0x0000a550] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.255391] [0x0000a574] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.255391] [0x0000a530] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.255391] [0x0000a57c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.256389] [0x0000a580] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.256389] [0x0000a598] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.256389] [0x0000a578] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.257389] [0x0000a5a8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.257389] [0x0000a608] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.258389] [0x0000a628] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.258389] [0x0000a5ec] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.258389] [0x0000a634] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.259388] [0x0000a5b4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.259388] [0x0000a670] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.259388] [0x0000a648] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.260392] [0x0000a638] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.260392] [0x0000a684] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.261389] [0x0000a6e8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.261389] [0x0000a690] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.261389] [0x0000a6f8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.262389] [0x0000a728] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.262389] [0x0000a6cc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.263389] [0x0000a6bc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.263389] [0x0000a74c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.263389] [0x0000a75c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.264390] [0x0000a7b8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.264390] [0x0000a794] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.264390] [0x0000a7e8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.265393] [0x0000a814] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.265393] [0x0000a848] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.265393] [0x0000a824] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.266389] [0x0000a81c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.266389] [0x0000a864] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.267393] [0x0000a8d0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.267393] [0x0000a878] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.268390] [0x0000a8f0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.268390] [0x0000a918] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.269392] [0x0000a888] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.269392] [0x0000a934] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.270394] [0x0000a974] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.270394] [0x0000a978] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.270394] [0x0000a98c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.271389] [0x0000a994] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.271389] [0x0000a990] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.271389] [0x0000a9f8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.272391] [0x0000aa3c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.273389] [0x0000aa58] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.273389] [0x0000aa44] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.273389] [0x0000aa74] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.274388] [0x0000aa7c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.274388] [0x0000aab8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.274388] [0x0000aa98] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.275392] [0x0000aadc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.275392] [0x0000aac4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.275392] [0x0000aae8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.275392] [0x0000ab4c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.276390] [0x0000ab58] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.276390] [0x0000ab94] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.277389] [0x0000ab04] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.277389] [0x0000ab80] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.278389] [0x0000abac] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.278389] [0x0000abec] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.278389] [0x0000ac14] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.279389] [0x0000ac3c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.279389] [0x0000ac58] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.280390] [0x0000ace8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.280390] [0x0000ad08] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.280390] [0x0000accc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.281388] [0x0000ad88] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.281388] [0x0000ada0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.281388] [0x0000ad30] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.281388] [0x0000adfc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.282389] [0x0000add0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.283389] [0x0000adf0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.283389] [0x0000ae50] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.283389] [0x0000aec8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.283389] [0x0000ae64] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.284389] [0x0000aeb0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.284389] [0x0000af80] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.285389] [0x0000af18] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.285389] [0x0000af44] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.286388] [0x0000af64] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.286388] [0x0000aff0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.287389] [0x0000affc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.287389] [0x0000b004] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.287389] [0x0000b02c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.287389] [0x0000b050] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.288389] [0x0000b088] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.288389] [0x0000b090] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.289389] [0x0000b0a8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.289389] [0x0000b0a4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.290389] [0x0000b0b4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.290389] [0x0000b0b0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.290389] [0x0000b0b8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.290389] [0x0000b0bc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.291389] [0x0000b0c0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.291389] [0x0000b0c4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.292390] [0x0000b0dc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.292390] [0x0000b0f0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.292390] [0x0000b10c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.293389] [0x0000b154] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.293389] [0x0000b1b4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.293389] [0x0000b1f8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.294389] [0x0000b248] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.294389] [0x0000b24c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.294389] [0x0000b26c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.295392] [0x0000b254] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.295392] [0x0000b280] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.295392] [0x0000b294] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.296389] [0x0000b2e8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.296389] [0x0000b2b0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.296389] [0x0000b2f0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.297389] [0x0000b32c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.297389] [0x0000b334] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.297389] [0x0000b344] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.298389] [0x0000b348] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.298389] [0x0000b38c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.298389] [0x0000b394] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.299388] [0x0000b3b8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.299388] [0x0000b3c0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.299388] [0x0000b3d4] [info] Thread done working, exiting thread and returning data
